Episode reward: 0.850	Steps: 16	Avg. loss: 0.0	Avg. reward: 0.85	Avg. Q: 1.0	Greedinessless: 0.85	Vanilla reward: 24.000
Episode reward: 0.960	Steps: 71569	Avg. loss: 5.8211317082168534e-06	Avg. reward: 0.9501000000000001	Avg. Q: 0.9462049841880799	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 71571	Avg. loss: 0.0	Avg. reward: 0.9504	Avg. Q: 0.9716695646444956	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.920	Steps: 71580	Avg. loss: 1.3610657636794107e-05	Avg. reward: 0.9508000000000001	Avg. Q: 0.9022202138547544	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.930	Steps: 71588	Avg. loss: 2.3680889171373565e-05	Avg. reward: 0.9504000000000002	Avg. Q: 0.9057761207222939	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.970	Steps: 71592	Avg. loss: 1.2626835086848587e-05	Avg. reward: 0.9507000000000001	Avg. Q: 0.9509132107098898	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 71600	Avg. loss: 1.1423693649703637e-05	Avg. reward: 0.9501000000000002	Avg. Q: 0.9002270152171453	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.920	Steps: 71609	Avg. loss: 1.4782833659410244e-05	Avg. reward: 0.9497000000000001	Avg. Q: 0.9096414203997012	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.910	Steps: 71619	Avg. loss: 3.837977692455752e-05	Avg. reward: 0.9495000000000001	Avg. Q: 0.8882867733637492	Greedinessless: 0.02	Vanilla reward: 58.000
Episode reward: 0.970	Steps: 71623	Avg. loss: 1.220697959070094e-05	Avg. reward: 0.9493	Avg. Q: 0.9654363741477331	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 71631	Avg. loss: 9.436457276024157e-06	Avg. reward: 0.9487000000000002	Avg. Q: 0.9383014664053917	Greedinessless: 0.02	Vanilla reward: 64.000
Episode reward: 0.970	Steps: 71635	Avg. loss: 6.667628440482076e-06	Avg. reward: 0.9489000000000002	Avg. Q: 0.9596176197131475	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.970	Steps: 71639	Avg. loss: 6.83441885485081e-06	Avg. reward: 0.9491000000000003	Avg. Q: 0.9712538868188858	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.970	Steps: 71643	Avg. loss: 4.350405652076006e-05	Avg. reward: 0.9494000000000001	Avg. Q: 0.9681060065825781	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.990	Steps: 71645	Avg. loss: 3.1873274565441534e-05	Avg. reward: 0.9497000000000001	Avg. Q: 0.9720558424790701	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.940	Steps: 71652	Avg. loss: 1.3267615031509195e-05	Avg. reward: 0.9496000000000001	Avg. Q: 0.931964411622002	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.990	Steps: 71654	Avg. loss: 0.0	Avg. reward: 0.9498000000000001	Avg. Q: 0.9685234427452087	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 71656	Avg. loss: 7.858113349357154e-06	Avg. reward: 0.9503	Avg. Q: 0.9785791337490082	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.970	Steps: 71660	Avg. loss: 4.6658096835017204e-06	Avg. reward: 0.9506	Avg. Q: 0.9572126964728037	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.950	Steps: 71666	Avg. loss: 1.115147733798949e-05	Avg. reward: 0.9509000000000001	Avg. Q: 0.9337433046764798	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.970	Steps: 71670	Avg. loss: 4.024907684652135e-05	Avg. reward: 0.9512	Avg. Q: 0.9717046072085699	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.960	Steps: 71675	Avg. loss: 2.2566980987903662e-05	Avg. reward: 0.9514000000000001	Avg. Q: 0.9424384752909343	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.970	Steps: 71679	Avg. loss: 5.4338102927431464e-05	Avg. reward: 0.9518000000000001	Avg. Q: 0.9479402254025141	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.940	Steps: 71686	Avg. loss: 8.162808626366314e-06	Avg. reward: 0.9512999999999999	Avg. Q: 0.9334271692094349	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.940	Steps: 71693	Avg. loss: 2.397468051640317e-05	Avg. reward: 0.9511	Avg. Q: 0.9284391431581407	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.940	Steps: 71700	Avg. loss: 2.0906186364300083e-05	Avg. reward: 0.951	Avg. Q: 0.9596113108453297	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.930	Steps: 71708	Avg. loss: 1.0132996294487384e-05	Avg. reward: 0.9504	Avg. Q: 0.9111293529470762	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.940	Steps: 71715	Avg. loss: 4.04229576815851e-05	Avg. reward: 0.9499	Avg. Q: 0.915191323984237	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.940	Steps: 71722	Avg. loss: 1.1158078450534958e-05	Avg. reward: 0.9493999999999998	Avg. Q: 0.9244990150133768	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.940	Steps: 71729	Avg. loss: 1.3118188462613034e-05	Avg. reward: 0.9491999999999997	Avg. Q: 0.925711330913362	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.990	Steps: 71731	Avg. loss: 0.0	Avg. reward: 0.9497999999999998	Avg. Q: 0.9699555138746897	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.970	Steps: 71735	Avg. loss: 1.0992529496434145e-05	Avg. reward: 0.9496999999999999	Avg. Q: 0.9642542898654938	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.950	Steps: 71741	Avg. loss: 1.3762831258645747e-05	Avg. reward: 0.9495999999999997	Avg. Q: 0.9382128218809763	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.970	Steps: 71745	Avg. loss: 2.2332187654683366e-05	Avg. reward: 0.9496999999999997	Avg. Q: 0.9488568107287089	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.910	Steps: 71755	Avg. loss: 1.5634795772712096e-05	Avg. reward: 0.9494999999999998	Avg. Q: 0.9068890551726023	Greedinessless: 0.02	Vanilla reward: 56.000
Episode reward: 0.990	Steps: 71757	Avg. loss: 9.278956895286683e-06	Avg. reward: 0.9497999999999998	Avg. Q: 0.9539168477058411	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 71759	Avg. loss: 0.0	Avg. reward: 0.9500999999999996	Avg. Q: 0.9768297771612803	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.930	Steps: 71767	Avg. loss: 1.608304182809661e-05	Avg. reward: 0.9496999999999997	Avg. Q: 0.9220931554834048	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.930	Steps: 71775	Avg. loss: 1.0400961400591768e-05	Avg. reward: 0.9503999999999997	Avg. Q: 0.9329359730084738	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.990	Steps: 71777	Avg. loss: 1.6034169675549492e-05	Avg. reward: 0.9506999999999997	Avg. Q: 0.9728286564350128	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.930	Steps: 71785	Avg. loss: 1.180701201519696e-05	Avg. reward: 0.9502999999999997	Avg. Q: 0.9231462602814039	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.950	Steps: 71791	Avg. loss: 1.7830712749855593e-05	Avg. reward: 0.9500999999999997	Avg. Q: 0.9390720393922594	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.930	Steps: 71799	Avg. loss: 2.916073026426602e-05	Avg. reward: 0.9500999999999997	Avg. Q: 0.9094569683074951	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.970	Steps: 71803	Avg. loss: 1.197067103930749e-05	Avg. reward: 0.9505999999999998	Avg. Q: 0.9699534028768539	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.960	Steps: 71808	Avg. loss: 2.183130527555477e-05	Avg. reward: 0.9509999999999996	Avg. Q: 0.9416259368260701	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.940	Steps: 71815	Avg. loss: 5.150392098585144e-06	Avg. reward: 0.9507999999999996	Avg. Q: 0.9225381556011382	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.950	Steps: 71821	Avg. loss: 1.1688754966598935e-05	Avg. reward: 0.9508999999999997	Avg. Q: 0.9471695423126221	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.960	Steps: 71826	Avg. loss: 1.5789064491400495e-05	Avg. reward: 0.9509999999999996	Avg. Q: 0.94234672387441	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.960	Steps: 71831	Avg. loss: 2.840710658347234e-05	Avg. reward: 0.9510999999999997	Avg. Q: 0.9367626110712687	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 71833	Avg. loss: 2.5965327949961647e-05	Avg. reward: 0.9515999999999997	Avg. Q: 0.9798342982927958	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.920	Steps: 71842	Avg. loss: 1.5645687199139502e-05	Avg. reward: 0.9510999999999997	Avg. Q: 0.9158137639363607	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.990	Steps: 71844	Avg. loss: 1.205141052196268e-05	Avg. reward: 0.9510999999999996	Avg. Q: 0.9740622440973917	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.950	Steps: 71850	Avg. loss: 6.709380613756366e-06	Avg. reward: 0.9509999999999998	Avg. Q: 0.9345511363612281	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.990	Steps: 71852	Avg. loss: 2.4981523893075064e-05	Avg. reward: 0.9511999999999997	Avg. Q: 0.9750605722268423	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.920	Steps: 71861	Avg. loss: 1.340680773864733e-05	Avg. reward: 0.9507999999999999	Avg. Q: 0.9035498301188151	Greedinessless: 0.02	Vanilla reward: 62.000
Episode reward: 0.900	Steps: 71872	Avg. loss: 2.032102080799329e-05	Avg. reward: 0.9498999999999999	Avg. Q: 0.9074231024944421	Greedinessless: 0.02	Vanilla reward: 52.000
Episode reward: 0.970	Steps: 71876	Avg. loss: 2.624887929414399e-05	Avg. reward: 0.9501	Avg. Q: 0.9513127009073893	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.990	Steps: 71878	Avg. loss: 0.0	Avg. reward: 0.9506999999999998	Avg. Q: 0.9778033792972565	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.920	Steps: 71887	Avg. loss: 1.7444908735342324e-05	Avg. reward: 0.9499999999999997	Avg. Q: 0.9050672650337219	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.960	Steps: 71892	Avg. loss: 1.5906581211311277e-05	Avg. reward: 0.9501999999999997	Avg. Q: 0.9558786193529765	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 71894	Avg. loss: 0.0	Avg. reward: 0.9506999999999997	Avg. Q: 0.9785385628541311	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.950	Steps: 71900	Avg. loss: 1.2508496183727402e-05	Avg. reward: 0.9506999999999997	Avg. Q: 0.9350249436166551	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.930	Steps: 71908	Avg. loss: 2.0950721136614447e-05	Avg. reward: 0.9504999999999997	Avg. Q: 0.9216454749306043	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.950	Steps: 71914	Avg. loss: 2.455461071804166e-05	Avg. reward: 0.9505999999999998	Avg. Q: 0.931411561038759	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.940	Steps: 71921	Avg. loss: 6.124738092694315e-06	Avg. reward: 0.9506999999999997	Avg. Q: 0.9258211084774562	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 71926	Avg. loss: 1.1886529136972968e-05	Avg. reward: 0.9512999999999997	Avg. Q: 0.9425432284673055	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.950	Steps: 71932	Avg. loss: 1.0366296010033693e-05	Avg. reward: 0.9512999999999997	Avg. Q: 0.9353499412536621	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.940	Steps: 71939	Avg. loss: 3.565376391634345e-05	Avg. reward: 0.9512999999999997	Avg. Q: 0.9190064640272231	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.930	Steps: 71947	Avg. loss: 5.936309662502026e-06	Avg. reward: 0.9513999999999999	Avg. Q: 0.9068264961242676	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.970	Steps: 71951	Avg. loss: 9.940644304151647e-06	Avg. reward: 0.9515999999999998	Avg. Q: 0.9539071718851725	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 71959	Avg. loss: 8.073412118392298e-06	Avg. reward: 0.9511999999999997	Avg. Q: 0.9139719332257906	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.940	Steps: 71966	Avg. loss: 2.977332223963458e-05	Avg. reward: 0.9506999999999998	Avg. Q: 0.9251754567736671	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 71971	Avg. loss: 3.8110117657197407e-06	Avg. reward: 0.9509999999999998	Avg. Q: 0.946539827187856	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.930	Steps: 71979	Avg. loss: 9.615621365810512e-06	Avg. reward: 0.9505999999999998	Avg. Q: 0.9259512474139532	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.930	Steps: 71987	Avg. loss: 2.1633827600453515e-05	Avg. reward: 0.9506999999999998	Avg. Q: 0.9125571151574453	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.960	Steps: 71992	Avg. loss: 6.600570031878306e-06	Avg. reward: 0.9510999999999997	Avg. Q: 0.9416391173998515	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.920	Steps: 72001	Avg. loss: 1.678604803601047e-05	Avg. reward: 0.9510999999999997	Avg. Q: 0.909283231805872	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.900	Steps: 72012	Avg. loss: 1.2010931792853322e-05	Avg. reward: 0.9506999999999999	Avg. Q: 0.912433492414879	Greedinessless: 0.02	Vanilla reward: 55.000
Episode reward: 0.920	Steps: 72021	Avg. loss: 1.2846772733610123e-05	Avg. reward: 0.9504999999999998	Avg. Q: 0.9160821989730552	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.960	Steps: 72026	Avg. loss: 1.2069182957930025e-05	Avg. reward: 0.9508999999999999	Avg. Q: 0.9521382570266723	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.970	Steps: 72030	Avg. loss: 2.168093851651065e-05	Avg. reward: 0.9512999999999998	Avg. Q: 0.9564899603525797	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.920	Steps: 72039	Avg. loss: 1.6590797713433858e-05	Avg. reward: 0.9509000000000001	Avg. Q: 0.9101077318191528	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.960	Steps: 72044	Avg. loss: 2.1728304091084283e-05	Avg. reward: 0.9511999999999999	Avg. Q: 0.943870735168457	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.930	Steps: 72052	Avg. loss: 1.4741347058588872e-05	Avg. reward: 0.9509000000000001	Avg. Q: 0.9107030257582664	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.990	Steps: 72054	Avg. loss: 0.0	Avg. reward: 0.9512999999999999	Avg. Q: 0.9755846063296	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.940	Steps: 72061	Avg. loss: 1.5803346741449786e-05	Avg. reward: 0.951	Avg. Q: 0.9284893728437877	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.930	Steps: 72069	Avg. loss: 9.096714165934827e-06	Avg. reward: 0.9509000000000001	Avg. Q: 0.9328634887933731	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.920	Steps: 72078	Avg. loss: 1.744027440508944e-05	Avg. reward: 0.9501999999999999	Avg. Q: 0.9131472243203057	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.990	Steps: 72080	Avg. loss: 2.613515971461311e-05	Avg. reward: 0.9501999999999999	Avg. Q: 0.9668955206871033	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.970	Steps: 72084	Avg. loss: 1.3188987395551521e-05	Avg. reward: 0.9507000000000001	Avg. Q: 0.950018028418223	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.920	Steps: 72093	Avg. loss: 1.4918074384695501e-05	Avg. reward: 0.9501999999999999	Avg. Q: 0.900101880232493	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.970	Steps: 72097	Avg. loss: 2.0314499124651775e-05	Avg. reward: 0.9507000000000001	Avg. Q: 0.9623460868994395	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.950	Steps: 72103	Avg. loss: 1.7811538782552816e-05	Avg. reward: 0.9508000000000003	Avg. Q: 0.9351770381132761	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.930	Steps: 72111	Avg. loss: 1.1138428135382128e-05	Avg. reward: 0.9509000000000003	Avg. Q: 0.9197481100757917	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.990	Steps: 72113	Avg. loss: 2.8121161449234933e-05	Avg. reward: 0.9511000000000004	Avg. Q: 0.9764022827148438	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.950	Steps: 72119	Avg. loss: 1.7296548321610317e-05	Avg. reward: 0.9512000000000004	Avg. Q: 0.9374590482976701	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.970	Steps: 72123	Avg. loss: 6.318518899206538e-06	Avg. reward: 0.9516000000000004	Avg. Q: 0.9576277087132136	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.990	Steps: 72125	Avg. loss: 6.667055458819959e-06	Avg. reward: 0.9522000000000004	Avg. Q: 0.977764348189036	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.920	Steps: 72134	Avg. loss: 1.9073370367550524e-05	Avg. reward: 0.9515000000000003	Avg. Q: 0.8999220905480562	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.970	Steps: 72138	Avg. loss: 7.287590051419102e-06	Avg. reward: 0.9518000000000005	Avg. Q: 0.9657472918430964	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 72146	Avg. loss: 7.398273965009139e-06	Avg. reward: 0.9518000000000005	Avg. Q: 0.9065478717287382	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.970	Steps: 72150	Avg. loss: 1.79322378244251e-05	Avg. reward: 0.9519000000000004	Avg. Q: 0.970704197883606	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.920	Steps: 72159	Avg. loss: 2.2105177777120844e-05	Avg. reward: 0.9512000000000004	Avg. Q: 0.9265332067454303	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.940	Steps: 72166	Avg. loss: 3.5412445868132636e-05	Avg. reward: 0.9514000000000002	Avg. Q: 0.9230567529087975	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 72171	Avg. loss: 7.511986041208729e-06	Avg. reward: 0.9517000000000003	Avg. Q: 0.9413005352020264	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.960	Steps: 72176	Avg. loss: 1.1761714176827809e-05	Avg. reward: 0.9516000000000001	Avg. Q: 0.9451241612434387	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.970	Steps: 72180	Avg. loss: 8.859855370246805e-06	Avg. reward: 0.9520000000000001	Avg. Q: 0.974014143149058	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.990	Steps: 72182	Avg. loss: 0.0	Avg. reward: 0.9527	Avg. Q: 0.9736824731032053	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.940	Steps: 72189	Avg. loss: 7.1817723892309004e-06	Avg. reward: 0.953	Avg. Q: 0.9220629873729888	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.920	Steps: 72198	Avg. loss: 8.081894975475734e-06	Avg. reward: 0.9525	Avg. Q: 0.9103859022811607	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.970	Steps: 72202	Avg. loss: 1.0593037586659193e-05	Avg. reward: 0.9529	Avg. Q: 0.9725976487000784	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.990	Steps: 72204	Avg. loss: 1.1761205314542167e-05	Avg. reward: 0.9530999999999998	Avg. Q: 0.9813618262608846	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.960	Steps: 72209	Avg. loss: 1.8899021597462706e-05	Avg. reward: 0.9529999999999998	Avg. Q: 0.9500047206878662	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.920	Steps: 72218	Avg. loss: 6.901332881170674e-06	Avg. reward: 0.9524999999999997	Avg. Q: 0.9359290136231316	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.960	Steps: 72223	Avg. loss: 1.601410622242838e-05	Avg. reward: 0.9521999999999998	Avg. Q: 0.9418603579203287	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.920	Steps: 72232	Avg. loss: 1.8611197447171435e-05	Avg. reward: 0.9519999999999998	Avg. Q: 0.9021115060205813	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.990	Steps: 72234	Avg. loss: 0.0	Avg. reward: 0.9519999999999997	Avg. Q: 0.9794348975022634	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 72236	Avg. loss: 5.649114427797031e-06	Avg. reward: 0.9519999999999997	Avg. Q: 0.9752169648806254	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.940	Steps: 72243	Avg. loss: 9.643521480029449e-06	Avg. reward: 0.9516999999999995	Avg. Q: 0.9275548316183544	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 72248	Avg. loss: 1.8791164620779455e-05	Avg. reward: 0.9517999999999995	Avg. Q: 0.9430757721265157	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.960	Steps: 72253	Avg. loss: 2.6123960196855478e-05	Avg. reward: 0.9516999999999994	Avg. Q: 0.949545661608378	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.980	Steps: 72256	Avg. loss: 2.9832963264198042e-05	Avg. reward: 0.9518999999999997	Avg. Q: 0.9626438617706299	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.970	Steps: 72260	Avg. loss: 2.241257971036248e-05	Avg. reward: 0.9518999999999995	Avg. Q: 0.972718079884847	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.950	Steps: 72266	Avg. loss: 3.681630187202245e-05	Avg. reward: 0.9519999999999996	Avg. Q: 0.9318897989061143	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.990	Steps: 72268	Avg. loss: 2.1256641048239544e-05	Avg. reward: 0.9524999999999996	Avg. Q: 0.9724406202634176	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 72270	Avg. loss: 0.0	Avg. reward: 0.9529999999999994	Avg. Q: 0.9790761967500051	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.930	Steps: 72278	Avg. loss: 1.0182408914261032e-05	Avg. reward: 0.9529999999999995	Avg. Q: 0.8998919775088629	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.920	Steps: 72287	Avg. loss: 2.0177393707854208e-05	Avg. reward: 0.9527999999999994	Avg. Q: 0.9037680316854406	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.980	Steps: 72290	Avg. loss: 9.747796866577119e-06	Avg. reward: 0.9531999999999996	Avg. Q: 0.9657943182521396	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.950	Steps: 72296	Avg. loss: 1.615003702681861e-05	Avg. reward: 0.9532999999999996	Avg. Q: 0.9324153065681458	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.940	Steps: 72303	Avg. loss: 5.629041879728902e-06	Avg. reward: 0.9527999999999995	Avg. Q: 0.9147874514261881	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.950	Steps: 72309	Avg. loss: 2.6168834665440954e-05	Avg. reward: 0.9525999999999997	Avg. Q: 0.9315908882353041	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.940	Steps: 72316	Avg. loss: 1.3210693396104034e-05	Avg. reward: 0.9524999999999996	Avg. Q: 0.9303220936230251	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.980	Steps: 72319	Avg. loss: 0.0	Avg. reward: 0.9525999999999997	Avg. Q: 0.9733780158890618	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.940	Steps: 72326	Avg. loss: 8.281425152745214e-06	Avg. reward: 0.9528999999999995	Avg. Q: 0.9350824384462266	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.940	Steps: 72333	Avg. loss: 8.766126256887219e-06	Avg. reward: 0.9523999999999997	Avg. Q: 0.9311251356488183	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.930	Steps: 72341	Avg. loss: 8.493419500155142e-06	Avg. reward: 0.9517999999999996	Avg. Q: 0.9093365371227264	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.940	Steps: 72348	Avg. loss: 7.652055273865699e-06	Avg. reward: 0.9518999999999997	Avg. Q: 0.9195655385653178	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 72353	Avg. loss: 1.757966492732521e-05	Avg. reward: 0.9521999999999997	Avg. Q: 0.9407838582992554	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.940	Steps: 72360	Avg. loss: 1.4093326171860099e-05	Avg. reward: 0.9516999999999998	Avg. Q: 0.9296595652898153	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.990	Steps: 72362	Avg. loss: 0.0	Avg. reward: 0.9522999999999997	Avg. Q: 0.9763420820236206	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.970	Steps: 72366	Avg. loss: 5.608422725345008e-06	Avg. reward: 0.9524999999999997	Avg. Q: 0.9530173738797506	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 72374	Avg. loss: 9.773266810952919e-06	Avg. reward: 0.9524999999999999	Avg. Q: 0.9177778363227844	Greedinessless: 0.02	Vanilla reward: 66.000
Episode reward: 0.920	Steps: 72383	Avg. loss: 1.3876323464501183e-05	Avg. reward: 0.9519999999999998	Avg. Q: 0.9048659028830351	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.990	Steps: 72385	Avg. loss: 1.810440153349191e-05	Avg. reward: 0.9522999999999999	Avg. Q: 0.9772818386554718	Greedinessless: 0.02	Vanilla reward: 95.000
