Episode reward: 0.850	Steps: 16	Avg. loss: 0.0	Avg. reward: 0.85	Avg. Q: 1.0	Greedinessless: 0.85	Vanilla reward: 24.000
Episode reward: 0.940	Steps: 44747	Avg. loss: 0.00044510644511319697	Avg. reward: 0.9420999999999998	Avg. Q: 0.8472440838813782	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.950	Steps: 44753	Avg. loss: 0.0001350498860119842	Avg. reward: 0.9421999999999997	Avg. Q: 0.8939754896693759	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.960	Steps: 44758	Avg. loss: 0.0001907995028886944	Avg. reward: 0.9423999999999997	Avg. Q: 0.9003931760787964	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 44760	Avg. loss: 0.00017817769548855722	Avg. reward: 0.9430999999999997	Avg. Q: 0.9615321656068166	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.950	Steps: 44766	Avg. loss: 0.00017972447676584125	Avg. reward: 0.9432999999999998	Avg. Q: 0.9148036340872446	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.920	Steps: 44775	Avg. loss: 0.0001724406029097736	Avg. reward: 0.9428999999999997	Avg. Q: 0.8218955353454307	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.920	Steps: 44784	Avg. loss: 0.00015362575989759838	Avg. reward: 0.9424999999999999	Avg. Q: 0.8321357325271324	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.930	Steps: 44792	Avg. loss: 0.00023123362916521728	Avg. reward: 0.9426999999999999	Avg. Q: 0.9291049192349116	Greedinessless: 0.02	Vanilla reward: 64.000
Episode reward: 0.920	Steps: 44801	Avg. loss: 0.00013909935660194606	Avg. reward: 0.9423999999999998	Avg. Q: 0.833925865314625	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.960	Steps: 44806	Avg. loss: 0.00020109518663957715	Avg. reward: 0.9425999999999998	Avg. Q: 0.9368987123171488	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 44808	Avg. loss: 0.0001639773545321077	Avg. reward: 0.9432999999999997	Avg. Q: 0.9644950926303864	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.970	Steps: 44812	Avg. loss: 0.0001553896872792393	Avg. reward: 0.9432999999999996	Avg. Q: 0.9378266384204229	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.920	Steps: 44821	Avg. loss: 0.00022628679289482534	Avg. reward: 0.9431999999999995	Avg. Q: 0.8723998445051687	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.930	Steps: 44829	Avg. loss: 0.0002974568560603075	Avg. reward: 0.9426999999999995	Avg. Q: 0.8167167057593664	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.970	Steps: 44833	Avg. loss: 0.00021193819702602923	Avg. reward: 0.9426999999999995	Avg. Q: 0.9352624962727228	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 44841	Avg. loss: 0.00022720914421370253	Avg. reward: 0.9425999999999997	Avg. Q: 0.8753342106938362	Greedinessless: 0.02	Vanilla reward: 66.000
Episode reward: 0.930	Steps: 44849	Avg. loss: 0.0003075560962315649	Avg. reward: 0.9425999999999998	Avg. Q: 0.8085693145791689	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.900	Steps: 44860	Avg. loss: 9.278714909063031e-05	Avg. reward: 0.9424999999999999	Avg. Q: 0.8262023257486748	Greedinessless: 0.02	Vanilla reward: 52.000
Episode reward: 0.940	Steps: 44867	Avg. loss: 0.0002390748995821923	Avg. reward: 0.9423999999999998	Avg. Q: 0.8581178642454601	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.980	Steps: 44870	Avg. loss: 0.0002220299356849864	Avg. reward: 0.9425999999999999	Avg. Q: 0.9575399359067281	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.960	Steps: 44875	Avg. loss: 0.0002838429936673492	Avg. reward: 0.9426999999999999	Avg. Q: 0.920001482963562	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.960	Steps: 44880	Avg. loss: 0.00023026738927001134	Avg. reward: 0.9429999999999998	Avg. Q: 0.9323983947436015	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.910	Steps: 44890	Avg. loss: 0.0001486281253164634	Avg. reward: 0.9423999999999998	Avg. Q: 0.8620674073696136	Greedinessless: 0.02	Vanilla reward: 56.000
Episode reward: 0.950	Steps: 44896	Avg. loss: 0.00016923874864005484	Avg. reward: 0.9425999999999998	Avg. Q: 0.9151785108778212	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.930	Steps: 44904	Avg. loss: 0.00012338897067820653	Avg. reward: 0.9420000000000001	Avg. Q: 0.9159419337908427	Greedinessless: 0.02	Vanilla reward: 64.000
Episode reward: 0.990	Steps: 44906	Avg. loss: 0.0	Avg. reward: 0.9422999999999999	Avg. Q: 0.9616018136342367	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.950	Steps: 44912	Avg. loss: 0.0001258467964362353	Avg. reward: 0.9422	Avg. Q: 0.9127883613109589	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.970	Steps: 44916	Avg. loss: 0.00011452701437519863	Avg. reward: 0.9423999999999999	Avg. Q: 0.9346832682689031	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.940	Steps: 44923	Avg. loss: 0.0003515222342684865	Avg. reward: 0.9422	Avg. Q: 0.8941512391680763	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.950	Steps: 44929	Avg. loss: 0.00021434450172819197	Avg. reward: 0.9418000000000001	Avg. Q: 0.9389884637461768	Greedinessless: 0.02	Vanilla reward: 72.000
Episode reward: 0.940	Steps: 44936	Avg. loss: 0.00023200105351861566	Avg. reward: 0.9419000000000003	Avg. Q: 0.8901820778846741	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 44941	Avg. loss: 0.0003631314029917121	Avg. reward: 0.9416000000000001	Avg. Q: 0.9256983041763306	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 44943	Avg. loss: 0.0	Avg. reward: 0.9416000000000001	Avg. Q: 0.9617426494757334	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.960	Steps: 44948	Avg. loss: 0.0005617579590762034	Avg. reward: 0.9413000000000001	Avg. Q: 0.9162164727846781	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.920	Steps: 44957	Avg. loss: 0.00019709605840034783	Avg. reward: 0.9406000000000002	Avg. Q: 0.7994991894121524	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.920	Steps: 44966	Avg. loss: 9.190204218612053e-05	Avg. reward: 0.9402000000000003	Avg. Q: 0.7923457777058637	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.970	Steps: 44970	Avg. loss: 0.0002734649751801044	Avg. reward: 0.9403000000000001	Avg. Q: 0.9308919707934061	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.990	Steps: 44972	Avg. loss: 0.0002052594063570723	Avg. reward: 0.9411000000000002	Avg. Q: 0.9611452221870422	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 44974	Avg. loss: 0.0	Avg. reward: 0.9416000000000001	Avg. Q: 0.9570751488208771	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.980	Steps: 44977	Avg. loss: 9.107909863814712e-05	Avg. reward: 0.9419000000000001	Avg. Q: 0.9464669161372714	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.960	Steps: 44982	Avg. loss: 0.00012011647049803287	Avg. reward: 0.9416000000000001	Avg. Q: 0.9309172550837199	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.940	Steps: 44989	Avg. loss: 0.000548042226000689	Avg. reward: 0.9417000000000002	Avg. Q: 0.8774375433013553	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.990	Steps: 44991	Avg. loss: 0.0	Avg. reward: 0.9424000000000001	Avg. Q: 0.9657661120096842	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 44993	Avg. loss: 8.193997200578451e-05	Avg. reward: 0.9429000000000001	Avg. Q: 0.962795744339625	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.910	Steps: 45003	Avg. loss: 0.00022100367641542107	Avg. reward: 0.9428	Avg. Q: 0.8010365823904674	Greedinessless: 0.02	Vanilla reward: 63.000
Episode reward: 0.910	Steps: 45013	Avg. loss: 0.00014372259708276638	Avg. reward: 0.9420000000000001	Avg. Q: 0.8857225120067597	Greedinessless: 0.02	Vanilla reward: 56.000
Episode reward: 0.940	Steps: 45020	Avg. loss: 0.0001636327724554576	Avg. reward: 0.9416999999999999	Avg. Q: 0.872030998979296	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.940	Steps: 45027	Avg. loss: 0.0003400866989977658	Avg. reward: 0.9418999999999997	Avg. Q: 0.8728627023242769	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.940	Steps: 45034	Avg. loss: 0.00016250826956820674	Avg. reward: 0.9413999999999996	Avg. Q: 0.8867835998535156	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.980	Steps: 45037	Avg. loss: 0.0003799839469138533	Avg. reward: 0.9419999999999996	Avg. Q: 0.9561402466562059	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.990	Steps: 45039	Avg. loss: 0.0	Avg. reward: 0.9425999999999994	Avg. Q: 0.9540494879086813	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.940	Steps: 45046	Avg. loss: 0.00021194205328356475	Avg. reward: 0.9425999999999994	Avg. Q: 0.8833656396184649	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.920	Steps: 45055	Avg. loss: 0.001047000871039927	Avg. reward: 0.9427999999999996	Avg. Q: 0.8260132118507668	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.910	Steps: 45065	Avg. loss: 0.00019513723479273418	Avg. reward: 0.9420999999999996	Avg. Q: 0.8583381414413452	Greedinessless: 0.02	Vanilla reward: 56.000
Episode reward: 0.940	Steps: 45072	Avg. loss: 0.00017883495820569806	Avg. reward: 0.9415999999999994	Avg. Q: 0.8500389286449977	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.900	Steps: 45083	Avg. loss: 0.0001375077699776739	Avg. reward: 0.9413999999999996	Avg. Q: 0.820701640663725	Greedinessless: 0.02	Vanilla reward: 52.000
Episode reward: 0.960	Steps: 45088	Avg. loss: 0.0003272839676355943	Avg. reward: 0.9413999999999995	Avg. Q: 0.9372874935468037	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 45090	Avg. loss: 0.0	Avg. reward: 0.9420999999999994	Avg. Q: 0.9542470673720042	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.930	Steps: 45098	Avg. loss: 0.00012665241592912935	Avg. reward: 0.9418999999999995	Avg. Q: 0.861456848680973	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.910	Steps: 45108	Avg. loss: 0.00023088509866890186	Avg. reward: 0.9411999999999995	Avg. Q: 0.8360382974147796	Greedinessless: 0.02	Vanilla reward: 63.000
Episode reward: 0.980	Steps: 45111	Avg. loss: 0.0	Avg. reward: 0.9415999999999995	Avg. Q: 0.9506591889593337	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.950	Steps: 45117	Avg. loss: 0.00016951980796875432	Avg. reward: 0.9418999999999995	Avg. Q: 0.9270907739798228	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.940	Steps: 45124	Avg. loss: 0.00012547597725642845	Avg. reward: 0.9418999999999995	Avg. Q: 0.8795948738143557	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.920	Steps: 45133	Avg. loss: 0.00011860660742968321	Avg. reward: 0.9418999999999995	Avg. Q: 0.846048856223071	Greedinessless: 0.02	Vanilla reward: 62.000
Episode reward: 0.930	Steps: 45141	Avg. loss: 0.00017792643484426662	Avg. reward: 0.9413999999999997	Avg. Q: 0.9266538247466087	Greedinessless: 0.02	Vanilla reward: 64.000
Episode reward: 0.930	Steps: 45149	Avg. loss: 0.00011478547457954846	Avg. reward: 0.9416999999999999	Avg. Q: 0.8280919119715691	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.970	Steps: 45153	Avg. loss: 0.0001510421425336972	Avg. reward: 0.9420999999999998	Avg. Q: 0.9313303579886755	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.960	Steps: 45158	Avg. loss: 0.00019428180530667305	Avg. reward: 0.9424999999999997	Avg. Q: 0.9265085180600484	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.970	Steps: 45162	Avg. loss: 0.00034192780731245875	Avg. reward: 0.9427999999999997	Avg. Q: 0.9341939091682434	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 45170	Avg. loss: 0.0006500347808469087	Avg. reward: 0.9430999999999998	Avg. Q: 0.8647856215635935	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.960	Steps: 45175	Avg. loss: 0.00010885198571486399	Avg. reward: 0.9430999999999998	Avg. Q: 0.9180565317471822	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.980	Steps: 45178	Avg. loss: 0.00014103256398811936	Avg. reward: 0.9434999999999998	Avg. Q: 0.9544601374202304	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.990	Steps: 45180	Avg. loss: 0.0009510047966614366	Avg. reward: 0.9442999999999998	Avg. Q: 0.9544158677260081	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.980	Steps: 45183	Avg. loss: 0.0	Avg. reward: 0.9441999999999999	Avg. Q: 0.9525474574830797	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.940	Steps: 45190	Avg. loss: 0.0003509713424136862	Avg. reward: 0.9444999999999999	Avg. Q: 0.8633234046754383	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.980	Steps: 45193	Avg. loss: 0.00017333222785964608	Avg. reward: 0.945	Avg. Q: 0.9554303288459778	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.960	Steps: 45198	Avg. loss: 0.0001741519954521209	Avg. reward: 0.9449	Avg. Q: 0.9306158502896626	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.980	Steps: 45201	Avg. loss: 5.27195334143471e-05	Avg. reward: 0.9455	Avg. Q: 0.9567387368943956	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.940	Steps: 45208	Avg. loss: 0.0003669201978482306	Avg. reward: 0.9456	Avg. Q: 0.8835054976599557	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 45213	Avg. loss: 0.00011868470755871385	Avg. reward: 0.9518	Avg. Q: 0.9333218296368917	Greedinessless: 0.02	Vanilla reward: 76.000
Episode reward: 0.990	Steps: 45215	Avg. loss: 0.0	Avg. reward: 0.9523999999999998	Avg. Q: 0.9586012462774912	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.960	Steps: 45220	Avg. loss: 0.0001892414948088117	Avg. reward: 0.9526999999999998	Avg. Q: 0.9248779455820719	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.960	Steps: 45225	Avg. loss: 0.0001859172771219164	Avg. reward: 0.9523999999999997	Avg. Q: 0.9395440379778545	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.950	Steps: 45231	Avg. loss: 0.00023660768056288362	Avg. reward: 0.9526999999999998	Avg. Q: 0.9242222938272688	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.920	Steps: 45240	Avg. loss: 0.00021100624144310132	Avg. reward: 0.9522999999999997	Avg. Q: 0.9120639386000456	Greedinessless: 0.02	Vanilla reward: 60.000
Episode reward: 0.920	Steps: 45249	Avg. loss: 0.00026636873008101247	Avg. reward: 0.9519999999999998	Avg. Q: 0.8332026424231352	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.990	Steps: 45251	Avg. loss: 0.0	Avg. reward: 0.9520999999999998	Avg. Q: 0.9623755216598511	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 45253	Avg. loss: 4.956206976203248e-05	Avg. reward: 0.9522999999999997	Avg. Q: 0.9662605822086334	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.880	Steps: 45266	Avg. loss: 0.00015564137720502913	Avg. reward: 0.9515999999999997	Avg. Q: 0.856597716991718	Greedinessless: 0.02	Vanilla reward: 44.000
Episode reward: 0.950	Steps: 45272	Avg. loss: 0.0002646843931870535	Avg. reward: 0.9514999999999998	Avg. Q: 0.9076686567730374	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.930	Steps: 45280	Avg. loss: 0.000187705343705602	Avg. reward: 0.9511999999999997	Avg. Q: 0.8343223681052526	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.940	Steps: 45287	Avg. loss: 6.664854299742728e-05	Avg. reward: 0.9513999999999997	Avg. Q: 0.952235548269181	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.940	Steps: 45294	Avg. loss: 0.00017669620137894526	Avg. reward: 0.9512999999999997	Avg. Q: 0.8715848752430507	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 45299	Avg. loss: 3.737038787221536e-05	Avg. reward: 0.9512999999999995	Avg. Q: 0.9276176293691	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.940	Steps: 45306	Avg. loss: 0.00012057077401550487	Avg. reward: 0.9513999999999996	Avg. Q: 0.8788117624464489	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.960	Steps: 45311	Avg. loss: 0.00040259500383399427	Avg. reward: 0.9515999999999994	Avg. Q: 0.9374989906946818	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.960	Steps: 45316	Avg. loss: 0.00017867652786662802	Avg. reward: 0.9512999999999994	Avg. Q: 0.9283840537071228	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.990	Steps: 45318	Avg. loss: 0.0	Avg. reward: 0.9512999999999993	Avg. Q: 0.9583388765652975	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.940	Steps: 45325	Avg. loss: 9.601306737749837e-05	Avg. reward: 0.9507999999999993	Avg. Q: 0.8810299010503859	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.970	Steps: 45329	Avg. loss: 0.00016586092533543706	Avg. reward: 0.9510999999999992	Avg. Q: 0.9410310735305151	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.930	Steps: 45337	Avg. loss: 0.0006506696663564071	Avg. reward: 0.9509999999999994	Avg. Q: 0.8562655374407768	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.940	Steps: 45344	Avg. loss: 0.0001467129695811309	Avg. reward: 0.9508999999999992	Avg. Q: 0.8720922328176952	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.970	Steps: 45348	Avg. loss: 0.00013811960525345057	Avg. reward: 0.9509999999999992	Avg. Q: 0.932219053308169	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.940	Steps: 45355	Avg. loss: 0.00011196052946615964	Avg. reward: 0.9504999999999991	Avg. Q: 0.8679095137686956	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.970	Steps: 45359	Avg. loss: 7.861500489525497e-05	Avg. reward: 0.9506999999999991	Avg. Q: 0.9374952812989553	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.920	Steps: 45368	Avg. loss: 9.569350974440265e-05	Avg. reward: 0.9506999999999991	Avg. Q: 0.8226716430098923	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.950	Steps: 45374	Avg. loss: 0.000101408404589165	Avg. reward: 0.9509999999999992	Avg. Q: 0.8940942221217685	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.970	Steps: 45378	Avg. loss: 0.00010556611960055307	Avg. reward: 0.9513999999999991	Avg. Q: 0.9452965905268987	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.990	Steps: 45380	Avg. loss: 0.0004181056283414364	Avg. reward: 0.9520999999999991	Avg. Q: 0.9483878413836161	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 45382	Avg. loss: 0.0	Avg. reward: 0.9523999999999989	Avg. Q: 0.9624383747577667	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.940	Steps: 45389	Avg. loss: 6.016442785039544e-05	Avg. reward: 0.951899999999999	Avg. Q: 0.8685952056021917	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.950	Steps: 45395	Avg. loss: 0.0001490755967097357	Avg. reward: 0.951699999999999	Avg. Q: 0.9217416942119598	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.950	Steps: 45401	Avg. loss: 0.00026388405240140855	Avg. reward: 0.9519999999999992	Avg. Q: 0.9248811701933543	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.940	Steps: 45408	Avg. loss: 0.00032475536863785237	Avg. reward: 0.9520999999999993	Avg. Q: 0.8654932975769043	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.920	Steps: 45417	Avg. loss: 0.0002505913143977523	Avg. reward: 0.9515999999999994	Avg. Q: 0.8062291189476296	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.900	Steps: 45428	Avg. loss: 0.0001671252078570736	Avg. reward: 0.9512999999999995	Avg. Q: 0.8329218156409987	Greedinessless: 0.02	Vanilla reward: 52.000
Episode reward: 0.960	Steps: 45433	Avg. loss: 0.009534982033073902	Avg. reward: 0.9515999999999994	Avg. Q: 0.9311097184816997	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.940	Steps: 45440	Avg. loss: 0.00023053617042023689	Avg. reward: 0.9519999999999993	Avg. Q: 0.9109556220826649	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.910	Steps: 45450	Avg. loss: 9.105549906962551e-05	Avg. reward: 0.9516999999999993	Avg. Q: 0.8935061752796173	Greedinessless: 0.02	Vanilla reward: 56.000
Episode reward: 0.940	Steps: 45457	Avg. loss: 0.00020909235172439367	Avg. reward: 0.9512999999999995	Avg. Q: 0.8993962236813137	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.990	Steps: 45459	Avg. loss: 0.0	Avg. reward: 0.9515999999999996	Avg. Q: 0.9518491923809052	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.990	Steps: 45461	Avg. loss: 0.0002926928282249719	Avg. reward: 0.9518999999999995	Avg. Q: 0.9597344398498535	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.950	Steps: 45467	Avg. loss: 0.0001496003387728706	Avg. reward: 0.9522999999999996	Avg. Q: 0.9146901733345456	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.980	Steps: 45470	Avg. loss: 0.0002885283902287483	Avg. reward: 0.9525999999999997	Avg. Q: 0.9430318011177911	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.930	Steps: 45478	Avg. loss: 0.00013585603301180527	Avg. reward: 0.9525999999999997	Avg. Q: 0.8510471830765406	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.980	Steps: 45481	Avg. loss: 0.0005050107138231397	Avg. reward: 0.9524999999999997	Avg. Q: 0.946347157160441	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.980	Steps: 45484	Avg. loss: 6.395706441253424e-05	Avg. reward: 0.9527999999999999	Avg. Q: 0.951446705394321	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.980	Steps: 45487	Avg. loss: 0.0	Avg. reward: 0.9529	Avg. Q: 0.9442641337712606	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.980	Steps: 45490	Avg. loss: 0.00017837109044194221	Avg. reward: 0.9533	Avg. Q: 0.9514620900154114	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.980	Steps: 45493	Avg. loss: 0.00019019418687094003	Avg. reward: 0.9536000000000001	Avg. Q: 0.934053447511461	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.920	Steps: 45502	Avg. loss: 0.0003123303031316027	Avg. reward: 0.9534000000000001	Avg. Q: 0.8269588373325489	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.990	Steps: 45504	Avg. loss: 7.574194751214236e-05	Avg. reward: 0.9537000000000002	Avg. Q: 0.9636738399664561	Greedinessless: 0.02	Vanilla reward: 95.000
Episode reward: 0.930	Steps: 45512	Avg. loss: 0.00029569796242867596	Avg. reward: 0.9531000000000002	Avg. Q: 0.8528997177879015	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.930	Steps: 45520	Avg. loss: 0.00019755933317355812	Avg. reward: 0.9528000000000002	Avg. Q: 0.8428627823789915	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.950	Steps: 45526	Avg. loss: 0.00017114606453105807	Avg. reward: 0.9531000000000003	Avg. Q: 0.9202601975864835	Greedinessless: 0.02	Vanilla reward: 79.000
Episode reward: 0.920	Steps: 45535	Avg. loss: 0.0003396546671865508	Avg. reward: 0.9531000000000003	Avg. Q: 0.8268568405398616	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.920	Steps: 45544	Avg. loss: 0.0002807902201311663	Avg. reward: 0.9526000000000002	Avg. Q: 0.8356052659176014	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.930	Steps: 45552	Avg. loss: 0.0001480255086789839	Avg. reward: 0.9520000000000002	Avg. Q: 0.9043967773516973	Greedinessless: 0.02	Vanilla reward: 71.000
Episode reward: 0.960	Steps: 45557	Avg. loss: 0.00014594386448152363	Avg. reward: 0.9517000000000002	Avg. Q: 0.9327221711476644	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.980	Steps: 45560	Avg. loss: 6.553282582899556e-05	Avg. reward: 0.9517000000000003	Avg. Q: 0.9525108999676175	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.980	Steps: 45563	Avg. loss: 0.0	Avg. reward: 0.9519000000000004	Avg. Q: 0.9512143797344632	Greedinessless: 0.02	Vanilla reward: 91.000
Episode reward: 0.970	Steps: 45567	Avg. loss: 0.00018191468552686274	Avg. reward: 0.9522000000000006	Avg. Q: 0.9435504376888275	Greedinessless: 0.02	Vanilla reward: 87.000
Episode reward: 0.920	Steps: 45576	Avg. loss: 0.0002862634234285603	Avg. reward: 0.9515000000000005	Avg. Q: 0.8267582632877208	Greedinessless: 0.02	Vanilla reward: 67.000
Episode reward: 0.960	Steps: 45581	Avg. loss: 0.00011989222548436373	Avg. reward: 0.9512000000000005	Avg. Q: 0.9329985459645589	Greedinessless: 0.02	Vanilla reward: 83.000
Episode reward: 0.940	Steps: 45588	Avg. loss: 8.671139585203491e-05	Avg. reward: 0.9515000000000005	Avg. Q: 0.8787453969319662	Greedinessless: 0.02	Vanilla reward: 75.000
Episode reward: 0.950	Steps: 45594	Avg. loss: 0.00015221575449686497	Avg. reward: 0.9519000000000005	Avg. Q: 0.9256589180893369	Greedinessless: 0.02	Vanilla reward: 79.000
