Episode reward: 2.000	Steps: 3028	Avg. loss: 0.019864806176883576	Avg. reward: 0.42857142857142855	Avg. Q: 0.9892098205676977	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 0.000	Steps: 3087	Avg. loss: 0.01543302479473953	Avg. reward: 0.4166666666666667	Avg. Q: 0.9834357220574287	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 2.000	Steps: 3211	Avg. loss: 0.017872307873807176	Avg. reward: 0.4594594594594595	Avg. Q: 0.9804077842222747	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 0.000	Steps: 3287	Avg. loss: 0.02585406915041906	Avg. reward: 0.4473684210526316	Avg. Q: 0.9760283422574663	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 3374	Avg. loss: 0.008476303482893854	Avg. reward: 0.4358974358974359	Avg. Q: 0.9871938998215043	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 3462	Avg. loss: 0.015423709344097668	Avg. reward: 0.425	Avg. Q: 0.9925730309703134	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 3524	Avg. loss: 0.0359115914807262	Avg. reward: 0.4146341463414634	Avg. Q: 0.9872857059842797	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: -1.000	Steps: 3588	Avg. loss: 0.02429747806093019	Avg. reward: 0.38095238095238093	Avg. Q: 0.968830481171608	Greedinessless: 0.02	Vanilla reward: -1.000
Episode reward: -1.000	Steps: 3646	Avg. loss: 0.016095625261316724	Avg. reward: 0.3488372093023256	Avg. Q: 0.9896394511063894	Greedinessless: 0.02	Vanilla reward: -1.000
Episode reward: -1.000	Steps: 3736	Avg. loss: 0.017826392188631555	Avg. reward: 0.3181818181818182	Avg. Q: 0.994313391049703	Greedinessless: 0.02	Vanilla reward: -1.000
Episode reward: 0.000	Steps: 3827	Avg. loss: 0.02138533291029241	Avg. reward: 0.3111111111111111	Avg. Q: 0.9791838140278072	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 3919	Avg. loss: 0.021288842000617675	Avg. reward: 0.30434782608695654	Avg. Q: 0.9727114082678504	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 4001	Avg. loss: 0.021781246399682243	Avg. reward: 0.2978723404255319	Avg. Q: 0.990921929599793	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 4102	Avg. loss: 0.026353243718767773	Avg. reward: 0.2916666666666667	Avg. Q: 0.951165778802173	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: -1.000	Steps: 4170	Avg. loss: 0.015911470123041106	Avg. reward: 0.2653061224489796	Avg. Q: 0.9753458327522465	Greedinessless: 0.02	Vanilla reward: -1.000
Episode reward: 0.000	Steps: 4252	Avg. loss: 0.016263933101851893	Avg. reward: 0.26	Avg. Q: 0.975062639005785	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 1.000	Steps: 4321	Avg. loss: 0.026750962221900838	Avg. reward: 0.27450980392156865	Avg. Q: 0.9719597846989471	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 2.000	Steps: 4435	Avg. loss: 0.019584146150659114	Avg. reward: 0.3076923076923077	Avg. Q: 0.9567103154129453	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 0.000	Steps: 4495	Avg. loss: 0.008744139592939367	Avg. reward: 0.3018867924528302	Avg. Q: 0.999913360675176	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 4562	Avg. loss: 0.01470922734006308	Avg. reward: 0.2962962962962963	Avg. Q: 0.9855060022861803	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 1.000	Steps: 4632	Avg. loss: 0.02180363541831159	Avg. reward: 0.3090909090909091	Avg. Q: 0.9646919182368687	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 1.000	Steps: 4718	Avg. loss: 0.019352373357486657	Avg. reward: 0.32142857142857145	Avg. Q: 0.9772791541361994	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 0.000	Steps: 4788	Avg. loss: 0.025020039396218233	Avg. reward: 0.3157894736842105	Avg. Q: 0.9574459561279842	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 2.000	Steps: 4904	Avg. loss: 0.03536849426796082	Avg. reward: 0.3448275862068966	Avg. Q: 0.9415902312117062	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 3.000	Steps: 5015	Avg. loss: 0.02672858438530023	Avg. reward: 0.3898305084745763	Avg. Q: 0.9642075128383465	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 1.000	Steps: 5104	Avg. loss: 0.017369240879855606	Avg. reward: 0.4	Avg. Q: 0.9535535725761443	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 2.000	Steps: 5160	Avg. loss: 0.012793469475582242	Avg. reward: 0.4262295081967213	Avg. Q: 0.9999928609246299	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 1.000	Steps: 5256	Avg. loss: 0.019442280578611342	Avg. reward: 0.43548387096774194	Avg. Q: 0.9511128374271922	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 1.000	Steps: 5326	Avg. loss: 0.02383989526766955	Avg. reward: 0.4444444444444444	Avg. Q: 0.9696508177689144	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: -1.000	Steps: 5391	Avg. loss: 0.019773278499997105	Avg. reward: 0.421875	Avg. Q: 0.9869007602716103	Greedinessless: 0.02	Vanilla reward: -1.000
Episode reward: 1.000	Steps: 5467	Avg. loss: 0.014686322281608898	Avg. reward: 0.4307692307692308	Avg. Q: 0.9572834952881462	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 1.000	Steps: 5538	Avg. loss: 0.01957382205323989	Avg. reward: 0.4393939393939394	Avg. Q: 0.963783195600823	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 2.000	Steps: 5629	Avg. loss: 0.02824556971672396	Avg. reward: 0.4626865671641791	Avg. Q: 0.9347077051361838	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 0.000	Steps: 5690	Avg. loss: 0.025247739804520584	Avg. reward: 0.45588235294117646	Avg. Q: 1.0021641153455432	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 0.000	Steps: 5778	Avg. loss: 0.028040700319582935	Avg. reward: 0.4492753623188406	Avg. Q: 0.9275915889125882	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 2.000	Steps: 5874	Avg. loss: 0.03251759798149578	Avg. reward: 0.4714285714285714	Avg. Q: 0.9306056346330378	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 0.000	Steps: 5942	Avg. loss: 0.03306215165374691	Avg. reward: 0.4647887323943662	Avg. Q: 0.9173882819858252	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 4.000	Steps: 6055	Avg. loss: 0.015259815292665735	Avg. reward: 0.5138888888888888	Avg. Q: 0.9980189508393099	Greedinessless: 0.02	Vanilla reward: 4.000
